Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad
andino,macho,794.390173538541,23.832232265742764,18.136710861065055,pintado,sano,49.398684721505944
americano,macho,913.7758163951764,28.818140614125607,NA,marrón,NA,12.10869414094548
peruano,hembra,769.5244304283393,19.832847124874064,18.990643505173757,rojizo,sano,40.477137111235635
peruano,hembra,811.6226918912037,26.76486244560736,17.545034120670795,tricolor,gordo,21.25601970550569
andino,macho,675.3355035233278,27.050862792697615,NA,negro,NA,42.467843540487586
andino,hembra,611.0157253256866,24.00873069406371,19.697021139394977,pintado,sano,45.42725157890764
americano,macho,1033.5909484613549,25.447601202626338,NA,blanco,NA,33.28040332837351
andino,hembra,642.9806149448058,NA,19.860580567324227,blanco,sano,41.21045226589108
andino,hembra,NA,30.959459005492658,19.61537205154873,negro,NA,36.9041430013965
andino,hembra,778.3861010052851,28.798484010856537,20.829654892589367,blanco,sano,14.96475953242625
peruano,hembra,747.0001602759593,25.929146809780807,NA,marrón,NA,19.591380782156477
peruano,hembra,637.0819456997887,25.354019938931856,18.51989261321596,marrón,sano,57.647801192594336
andino,hembra,803.5507963050004,27.77499126275522,NA,blanco,NA,55.847417817453184
peruano,hembra,1038.303651758306,NA,NA,blanco,NA,23.04065977594488
andino,hembra,805.0808565437194,27.72728501904008,NA,blanco,NA,55.23001970005093
peruano,hembra,NA,NA,NA,rojizo,NA,36.04717640217417
andino,macho,666.8374469427367,28.99870979118044,19.108800196895555,blanco,sano,49.64272423410084
peruano,hembra,779.4353155026246,25.240368705638904,20.300851172947983,marrón,sano,48.08835157707487
andino,hembra,823.4926110860183,NA,19.668775753176757,marrón,sano,27.818004801212645
andino,macho,622.6107836974434,27.40998556759485,NA,negro,NA,39.9558280854413
híbrido,hembra,561.0069259550078,NA,12.271512848237212,tricolor,obeso,57.87851318083167
peruano,macho,765.0660512992094,21.751385390867117,NA,blanco,NA,43.55090937840281
peruano,hembra,734.5813877902551,NA,NA,rojizo,NA,51.81008458491229
andino,hembra,746.7387277875342,22.82446801065832,17.49178889731716,pintado,sano,52.25043045650764
peruano,macho,736.6744596567102,22.961455003257317,NA,blanco,NA,51.23746278571
andino,hembra,NA,NA,19.51945344718552,pintado,NA,60.41126273227109
andino,macho,NA,NA,19.289562396825545,blanco,NA,43.477097870044084
andino,hembra,NA,29.95030810605741,NA,blanco,NA,25.784617548236668
andino,hembra,NA,26.782635895190143,20.885224097110815,pintado,NA,34.62634122693418
andino,macho,699.7742203777028,24.41208031069371,NA,blanco,NA,20.032514272025622
andino,hembra,905.6281582945644,28.64216140084944,20.699298086083186,marrón,sano,24.808166815529933
híbrido,macho,NA,NA,18.287696596567145,tricolor,NA,20.32047650935089
abisinio,hembra,711.4079440342332,23.16310893114312,NA,pintado,NA,40.972715761070205
peruano,macho,NA,NA,15.02804871764006,blanco,NA,20.34782606867615
abisinio,hembra,552.2105061763905,21.12494564473613,16.868420619175822,pintado,sano,12.178335922754195
andino,hembra,757.2953330427131,30.601494953231363,19.10399085583187,negro,sano,56.056948203808894
peruano,hembra,877.6960379017388,25.46993690201172,NA,rojizo,NA,40.45255356789691
peruano,hembra,890.1655248729122,21.40894251926977,16.954647863476566,negro,gordo,21.919753985761535
andino,hembra,948.0757242251792,27.05756016131259,20.798354622868263,blanco,sano,21.79393920596476
híbrido,macho,NA,18.501104522357764,21.5995338095858,tricolor,NA,54.13128322364219
andino,hembra,880.1031831538727,27.562264880949773,21.07477895634405,pintado,sano,55.98204455320862
peruano,macho,659.142957574631,23.367480578467188,17.04652189751266,blanco,sano,16.355284968621532
andino,macho,826.881860159156,26.974332569831045,19.50525886347151,negro,sano,33.6215102682593
peruano,hembra,755.343447197646,19.94840885705733,18.364402049194176,rojizo,sano,40.84871318606161
andino,hembra,948.3341842024636,31.35087430621016,19.06006791259721,marrón,gordo,20.54184763511345
abisinio,hembra,727.1085808694296,NA,NA,pintado,NA,37.73934778282355
peruano,hembra,NA,24.21018903553256,19.181311771374233,marrón,NA,39.171030556739254
abisinio,hembra,679.2161593191094,21.1192936421376,16.743180991152983,marrón oscuro,sano,33.93651404074876
andino,hembra,875.2944145744979,NA,19.904151971954203,marrón,sano,17.534189143954215
andino,hembra,727.3111607449679,23.59005704039041,19.7567656226165,blanco,sano,11.1017486809804
peruano,macho,628.8486559442273,22.106464134946737,18.693354449058237,rojizo,sano,56.36010158039224
híbrido,macho,1008.2703983871075,19.207315031121695,NA,tricolor,NA,47.81783250563865
peruano,hembra,798.7227308610466,34.21428815967612,17.4593301324523,marrón,gordo,25.26389898535844
abisinio,hembra,600.7573578689896,25.629505283233076,15.697039453942011,pintado,sano,15.947413930197024
abisinio,hembra,510.01323843676073,24.638101907001666,17.08207276173345,blanco,sano,60.48508860606048
andino,macho,NA,25.394152186860342,16.593364384311325,marrón,NA,58.5092755442393
andino,macho,507.5424408686608,23.253732836293835,18.44024392007174,pintado,flaco,46.631095704243286
peruano,hembra,816.6264273573543,21.869195120432867,18.559375993454747,negro,sano,63.47450229693635
peruano,hembra,679.2351815371277,24.1543078374014,18.5289801044083,blanco,sano,17.638863191554364
peruano,macho,659.3966435967199,NA,13.38259814039144,marrón,obeso,36.879455096879866
andino,hembra,626.7377592019088,27.92631656559231,19.098978473384697,blanco,sano,54.39624924114238
híbrido,macho,1071.9319019338568,39.37221293597196,14.67448767548546,tricolor,obeso,36.43852252958336
andino,hembra,1016.5262725645388,22.651657053959273,20.58206160955128,negro,sano,24.30998821366301
andino,macho,858.323971413492,22.57712052133151,17.755655562181772,negro,gordo,22.003701741312028
peruano,hembra,987.2645853943586,29.01692157396046,18.22644913121393,blanco,gordo,14.980572056265204
andino,hembra,1010.3129967839658,25.848145377343304,20.41138650683722,marrón,sano,29.370520679134145
peruano,hembra,871.6625228099051,30.806146840543093,18.292512398203435,tricolor,gordo,48.76580521892837
peruano,macho,624.9050408541362,23.3454133568502,NA,negro,NA,27.139385045104113
andino,hembra,797.6021062831403,NA,20.14198508422188,blanco,sano,14.980857763383344
andino,hembra,900.4738956759138,28.795722489561204,21.407880727830975,marrón,sano,45.01139001356687
peruano,macho,585.7478931165276,22.353675569650584,15.93285796978414,blanco,sano,50.93315720349568
andino,macho,741.6750102107007,28.483801429948603,17.284709735666617,blanco,sano,41.42044096766804
rex,macho,692.8820050188887,23.700389422028987,17.147615053918454,marrón,sano,17.819969054269855
andino,hembra,1016.880660123919,30.10434467125437,19.769809897120275,negro,gordo,40.70612064524367
andino,hembra,822.9400463561349,28.66405494727726,20.164475634610632,blanco,sano,38.71231834795532
peruano,hembra,NA,27.23074621198111,16.93004064964096,blanco,NA,56.16897479492476
andino,macho,631.9935451386631,24.72850299161906,NA,pintado,NA,32.51268967563238
andino,macho,742.0253463437475,27.18729432692732,16.895135581107457,blanco,gordo,10.601725965969674
andino,hembra,695.3820597387008,25.97703829758608,19.08165777742432,negro,sano,32.94052365971535
andino,hembra,640.4991694657972,29.192751907990807,19.10670141086784,blanco,sano,14.012535679903817
americano,hembra,639.0381542448557,NA,NA,blanco,NA,15.90503332443351
andino,hembra,NA,27.91565311516185,NA,negro,NA,54.54939597652928
abisinio,hembra,NA,24.087013992219028,15.283559729322448,marrón oscuro,NA,54.62419491850684
andino,macho,NA,23.91911679956895,17.31799215981742,negro,NA,24.290404329332667
peruano,hembra,754.9490833636111,22.98991189819146,18.89180467209914,marrón,sano,29.9072093973368
andino,hembra,864.0536041190991,22.860712495439262,19.38046868972616,blanco,sano,53.93202168399094
peruano,hembra,752.6552865912778,28.322834939409887,18.164576703388697,blanco,sano,24.631564946641483
andino,hembra,713.99796833697,27.386038579476775,19.66368236757528,blanco,sano,13.180358276450132
andino,hembra,820.6316583357054,20.057328192399964,NA,blanco,NA,47.351450365634534
peruano,hembra,989.9733095287114,24.485378960763533,16.712267736162122,negro,gordo,60.27206269914071
peruano,hembra,749.6773679674551,NA,16.86820147341011,rojizo,gordo,37.228461138572015
híbrido,hembra,1473.1391595183622,26.57845438216356,22.762685671700257,marrón,gordo,30.403092462060304
peruano,macho,643.0546234168039,21.6203273919789,16.072273501738273,negro,sano,26.73325119913385
andino,hembra,592.7344732176217,24.430406994168305,18.388578149612936,pintado,sano,59.7166798067582
peruano,hembra,833.8989816547366,25.587658698583564,18.806329131342263,blanco,sano,57.44359972874177
peruano,hembra,748.3261840161535,29.74459218434455,20.006802568405924,blanco,sano,53.097438872968965
peruano,hembra,791.6698007253138,26.004252466245394,NA,negro,NA,43.500397827392334
andino,macho,717.591846064852,23.119256604383303,18.81865094037317,marrón,sano,57.70669401726994
peruano,macho,NA,21.41308630708736,17.415101035708588,marrón,NA,49.142817286140605
andino,hembra,755.8464420902218,28.88318160728938,20.252824155237786,marrón,sano,40.28691325364256
andino,hembra,893.5939005446705,31.03117664132367,19.754248005724595,negro,sano,55.2881980950778
abisinio,hembra,569.2832828148215,23.28952908599325,14.565670446936986,gris,gordo,54.309276618276144
híbrido,hembra,1066.6670470973984,37.19210173474736,20.2013858832242,tricolor,gordo,60.68587533400297
andino,macho,700.846567013465,NA,18.548743428556,marrón,sano,33.31867808154935
andino,macho,686.8858188597577,NA,17.805423342378063,negro,sano,NA
andino,hembra,NA,26.556777221609984,NA,pintado,NA,33.209708795134354
peruano,hembra,846.6021467197376,NA,NA,marrón,NA,10.925373910671638
americano,hembra,1010.0279295405128,30.559142296862117,22.35936187346762,negro,sano,53.5457289308828
andino,macho,743.0995993798022,NA,18.446173376598356,blanco,sano,10.679136946685716
andino,macho,706.9262158394374,22.54540255257004,16.30703651526183,negro,gordo,38.316041733433465
andino,hembra,833.3788947948169,NA,18.760186017982864,negro,sano,12.915458225323473
andino,macho,607.6355778196315,NA,17.58395556847614,pintado,sano,11.90483940332036
andino,macho,631.4974944259745,23.12320603899639,18.38763938392306,negro,sano,12.775983046639135
híbrido,macho,433.8614760377087,16.60151381576009,18.054418120460724,tricolor,flaco,31.814699567424285
andino,macho,648.242500705665,23.36075965665179,NA,marrón,NA,14.723940625662806
americano,macho,892.8151361064098,30.55588020707114,NA,blanco,NA,21.001112278917965
andino,hembra,712.4434504552022,NA,19.19850525402213,negro,sano,13.103973305721045
abisinio,hembra,653.6366842468963,23.586475166582364,NA,blanco,NA,28.504839936844164
andino,hembra,943.5266704999304,22.0281637409213,18.421146503333688,blanco,gordo,30.02259092840302
americano,hembra,1045.3389737622342,34.44620307867858,NA,marrón,NA,48.77981112281272
peruano,macho,660.516183064756,24.675677348090787,NA,marrón,NA,11.051505302202242
andino,hembra,890.6540937081348,33.376854128208116,21.00995605690276,negro,sano,35.67722965423779
andino,macho,916.9133976667276,20.833258436095807,17.553822095741854,negro,gordo,38.622324980742256
híbrido,macho,567.1139310797371,25.235729566694335,14.205959715368069,tricolor,gordo,47.221409724720246
peruano,hembra,811.3064856414243,NA,19.900614463594785,tricolor,sano,39.78771177383099
abisinio,hembra,594.9197788483569,21.88391962857076,15.828053893984618,marrón oscuro,sano,26.123280568851385
peruano,hembra,883.5478368476915,27.44284593768188,NA,blanco,NA,31.156037732571107
andino,macho,725.4173933590739,30.851957205465578,15.91806263312009,blanco,gordo,51.63449588135904
andino,hembra,803.5572326046141,30.01862289085564,17.964066869197737,marrón,sano,29.983086945101228
americano,hembra,949.6359259477024,33.38604564503743,NA,blanco,NA,19.241637915010024
peruano,macho,663.7003510722192,21.02781799598524,15.507433552545155,blanco,gordo,41.610124176402216
americano,macho,635.996456702614,27.207653090898937,19.915050256109573,negro,sano,60.76204405531885
peruano,macho,549.1917874332829,16.938255907929427,16.727982090948082,blanco,sano,20.3521119663527
híbrido,hembra,599.8093578009726,30.680922169688895,14.234205532688556,tricolor,gordo,23.69130436923711
andino,macho,NA,26.318622368519367,NA,negro,NA,47.58610818864706
andino,hembra,746.1066153676755,NA,18.729079294851473,negro,sano,44.07789140789155
andino,macho,694.9665019357884,28.52910097357877,19.888657736541425,pintado,sano,41.78873398307252
abisinio,hembra,658.5203018344466,23.06754253832548,NA,gris,NA,18.16646423072896
andino,macho,787.4241192280591,NA,16.30462967599637,marrón,gordo,19.714520308713652
andino,hembra,774.8207245372956,27.25446536743721,NA,marrón,NA,21.664661400260812
americano,hembra,963.4057339372696,20.10145387125559,NA,marrón,NA,34.56533217014167
híbrido,hembra,898.0341662281161,36.42626998497433,13.913827728174336,tricolor,obeso,54.603237045408896
americano,hembra,873.1395449361559,29.888718728429012,19.861732420037836,blanco,sano,57.63770630263438
andino,hembra,794.3732726167274,28.723105538955117,17.921306615828968,blanco,sano,35.96873546344415
andino,macho,655.9782659811948,27.822576784901894,NA,blanco,NA,58.50115915210925
andino,macho,756.251580272901,28.71274368557508,17.885273523753852,marrón,sano,27.88723608457898
andino,hembra,911.016078477602,27.10342136967112,20.902437040286177,negro,sano,12.2814559298902
andino,hembra,NA,29.138582227613927,21.79896671711441,blanco,NA,24.263812513975985
andino,macho,650.8173162233184,28.337965472701573,18.12583799843847,negro,sano,50.732447498027746
andino,macho,621.0830295433084,21.692163997322325,NA,marrón,NA,24.79254739944523
peruano,hembra,838.3172278094263,NA,17.56492734658724,blanco,gordo,30.83969580458438
andino,hembra,557.1039196437118,23.525871965967372,19.08300052136334,blanco,sano,53.88085332190594
andino,hembra,963.6313750854686,NA,20.37395289408864,negro,sano,NA
americano,macho,NA,NA,NA,blanco,NA,27.682115466157065
híbrido,hembra,NA,27.439817321517488,22.48837420131647,tricolor,NA,50.97364325014035
híbrido,hembra,NA,38.37795865322774,NA,tricolor,NA,42.2599388291043
andino,macho,732.2840198887308,26.20543726364435,NA,pintado,NA,41.93619083743592
andino,macho,616.9304483602123,24.943169244390056,16.92505781961587,negro,sano,33.62575704968434
híbrido,hembra,NA,20.42980100165528,18.200210961323823,marrón,NA,57.08466814898097
andino,macho,847.7037372348022,25.589085110676756,17.884252074506616,blanco,gordo,12.100263874327648
peruano,hembra,617.2564985873539,27.343877638860196,NA,negro,NA,43.145275980833475
peruano,macho,760.5188716062271,26.196548381007055,16.802037453413394,negro,gordo,28.74586957430821
peruano,hembra,781.2159714880582,NA,16.656770445577504,blanco,gordo,16.70340623187601
peruano,hembra,879.5078628998765,28.655543756981967,19.619246766522064,negro,sano,14.57584592822102
peruano,macho,814.4057702006305,24.192351648790208,15.802880297999904,marrón,gordo,44.75435613649108
andino,macho,799.2235091758934,25.063427052161945,18.90293680871791,negro,sano,26.864171858673902
andino,hembra,734.1975376236572,28.84008665001684,19.099167023936904,blanco,sano,41.88842143817961
andino,hembra,717.6323997035074,NA,17.089597569274808,marrón,sano,56.3773066209085
abisinio,hembra,693.8248344234078,NA,17.028474625809434,gris,sano,56.13815339155923
andino,hembra,785.3495651846476,NA,20.33117604773366,negro,sano,29.518417188046666
andino,macho,NA,27.25751822413498,17.449855869680853,negro,NA,41.84343254488374
andino,hembra,676.0946727680415,28.80810718371848,NA,blanco,NA,58.575909279147574
andino,macho,637.8598624148927,24.831653542412216,18.421775114877693,negro,sano,45.623260684245274
andino,hembra,748.6405979780793,24.405036372519273,NA,negro,NA,10.907604533557109
andino,hembra,905.3564633966362,28.036093538121257,19.37345816427946,negro,sano,36.74984325101005
andino,hembra,777.529641536762,26.365730506990825,NA,pintado,NA,64.5990254818418
andino,hembra,903.6850479329028,23.871410907823822,19.104674918630927,negro,sano,12.92149436265635
peruano,macho,715.4626488630792,21.134264019800938,NA,marrón,NA,60.03158669751577
peruano,hembra,811.8033514786805,NA,18.20798172448439,tricolor,sano,28.40433588491703
americano,macho,779.2345102140386,25.6948007598086,20.73978045416178,negro,sano,27.269584432893755
andino,hembra,903.0074307410042,23.93421999207805,NA,marrón,NA,48.3259687889072
andino,hembra,786.4170250575072,29.16821527627293,19.5746988932948,negro,sano,15.05677720139192
híbrido,macho,452.4454080424535,14.8099954382075,NA,tricolor,NA,49.136278449368945
andino,macho,734.0096552596158,27.29721435596988,18.31877346845932,marrón,sano,38.56531265862547
abisinio,hembra,448.7594027116651,NA,16.427341218059304,blanco,sano,52.20003497460932
peruano,hembra,766.8347960371756,25.041683854296423,NA,rojizo,NA,40.54630779016327
andino,macho,682.498577520477,23.8799084349336,16.212378066918742,negro,gordo,60.5976246415074
peruano,macho,746.3864530498585,25.832577358299115,NA,tricolor,NA,38.316739428995994
abisinio,hembra,NA,23.558850604644483,16.46848234205438,pintado,NA,39.632184188181554
peruano,hembra,NA,NA,18.035136225493236,negro,NA,18.89683608433334
americano,macho,892.2403106863766,NA,19.659249774867117,negro,sano,36.48092291789457
andino,macho,817.523627408836,NA,16.649153451194135,negro,gordo,35.89380529938453
peruano,hembra,773.2536442561915,NA,NA,blanco,NA,28.782472346158677
andino,macho,689.6169506801908,NA,NA,blanco,NA,18.450647577866302
andino,hembra,769.5999861554207,NA,NA,blanco,NA,43.30965610563923
andino,macho,943.8870017014827,25.826848069297313,NA,negro,NA,31.622470501075576
peruano,hembra,NA,NA,NA,negro,NA,36.731339667579235
híbrido,macho,NA,NA,23.70944541940405,tricolor,NA,31.91171313662009
andino,hembra,750.8947733009957,27.912848566029822,19.856055844087447,marrón,sano,33.70046289525071
andino,hembra,955.5293916858204,27.23311939673449,NA,negro,NA,52.952784117263505
híbrido,hembra,1538.3924041819532,25.952640644921864,21.806640294761372,tricolor,gordo,19.670715700784804
andino,hembra,817.9108721130909,27.77022656234125,NA,marrón,NA,26.385618693503
andino,hembra,NA,26.377882967604517,20.20280390804836,negro,NA,22.58226685422685
peruano,hembra,785.6175260488627,24.95961622303224,17.31779861391983,tricolor,gordo,29.066742502325717
andino,macho,744.5332024702033,29.003128111483875,16.036174432634756,negro,gordo,45.697004489551446
andino,hembra,949.32126155662,25.020687606900697,21.559210708647235,pintado,sano,56.07659463608797
andino,hembra,835.6789158364958,32.201452943274404,19.281908277400937,marrón,sano,43.363793248679954
peruano,macho,705.3176053871871,21.92625657530707,15.779560815435188,blanco,gordo,14.156008712553
andino,hembra,NA,NA,NA,blanco,NA,15.302443415722935
andino,hembra,789.95220452093,27.653432555722315,21.451794924778163,pintado,sano,42.825170106637046
americano,hembra,1184.1664560497295,NA,NA,negro,NA,53.94894995645669
peruano,hembra,744.6162317577757,26.60032268244611,15.89324228938506,blanco,gordo,51.26738956666798
andino,hembra,NA,24.289456591508102,21.8309571887388,blanco,NA,28.930293019159475
andino,hembra,NA,23.331064686135264,NA,blanco,NA,53.94537942080708
híbrido,hembra,693.512669589555,NA,26.795125819689332,tricolor,flaco,28.92548943636563
andino,hembra,788.5555079998795,24.93511939979225,NA,marrón,NA,40.34707991542478
peruano,hembra,787.9158270794777,22.02912305128353,18.6324208188413,blanco,sano,56.005136619327615
americano,macho,663.5058308119659,25.182726500021097,NA,marrón,NA,22.366018148399004
peruano,macho,633.7404977978409,24.910638749139608,15.13731027754006,blanco,gordo,24.152953427157136
híbrido,macho,819.2049966437236,20.68749612829903,19.949454828717833,pintado,sano,38.2208660642534
andino,macho,669.8092299674304,29.07252649622248,18.982736953104737,negro,sano,36.01534799570462
peruano,hembra,NA,NA,NA,marrón,NA,46.54487356015605
andino,macho,767.2496610894656,28.812644365694517,19.620803464874427,negro,sano,49.90792765209838
híbrido,hembra,1116.665121285099,23.887638581669066,19.77574310276877,negro,gordo,32.91980066045239
andino,hembra,795.5164329154252,26.66918280173422,NA,marrón,NA,28.261425823215117
andino,macho,488.05600722512634,25.814488429739395,NA,marrón,NA,49.227757551999915
peruano,hembra,823.4411589922945,NA,17.4068406504524,marrón,gordo,37.03895632153465
americano,hembra,1032.8574542700865,29.417807184317898,22.879865890666792,negro,sano,38.39498416456256
peruano,macho,656.0189876395735,22.24916319691507,NA,negro,NA,31.734826016277992
peruano,hembra,833.7719655827856,27.552433003707417,18.84882142340953,tricolor,sano,13.255665544842332
peruano,hembra,NA,25.679002249283307,NA,blanco,NA,53.578432097084765
andino,hembra,848.5313067792598,NA,NA,blanco,NA,36.71694800499239
andino,hembra,NA,NA,19.54959456459438,negro,NA,37.39626792829327
andino,hembra,750.9485725938263,28.27558253616579,19.43961451426891,blanco,sano,62.072147668995136
andino,hembra,710.7320574813997,29.488761150764624,20.93161480091771,blanco,sano,53.17937367315763
abisinio,hembra,653.3243181316054,25.468946371415097,15.307532695834128,gris,gordo,63.82804143834734
